Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
alien,2,0.0,100.0,2608084976
ideology,8,12.5,87.5,553480874
ideology,8,12.5,87.5,56838981
ideology,8,12.5,87.5,56838981
ideology,8,12.5,87.5,553480874
ideology,8,12.5,87.5,28387976
ideology,8,12.5,87.5,27944341
ideology,8,12.5,87.5,553480874
ideology,8,12.5,87.5,553480874
drama,1,100.0,0.0,3358621409
syndrome,1,0.0,100.0,92643660
democracy,6,0.0,100.0,3255718752
democracy,6,0.0,100.0,553480874
democracy,6,0.0,100.0,553480874
democracy,6,0.0,100.0,553480874
democracy,6,0.0,100.0,3255718752
democracy,6,0.0,100.0,33831682
bit,1,0.0,100.0,565501978
dershowitz,2,0.0,100.0,553480874
dershowitz,2,0.0,100.0,92643660
podium,1,0.0,100.0,20415005
jokes,1,0.0,100.0,33831682
child,3,0.0,100.0,553480874
child,3,0.0,100.0,56838981
child,3,0.0,100.0,56838981
unions,4,0.0,100.0,92643660
unions,4,0.0,100.0,16579411
unions,4,0.0,100.0,16579411
unions,4,0.0,100.0,2447898228
sympathizer,1,0.0,100.0,457123526
sun,4,75.0,25.0,565501978
sun,4,75.0,25.0,34955929
sun,4,75.0,25.0,34955929
sun,4,75.0,25.0,34955929
fluff,1,0.0,100.0,2608084976
brussels,1,100.0,0.0,30980826
platform,5,20.0,80.0,3266225124
platform,5,20.0,80.0,193192630
platform,5,20.0,80.0,565501978
platform,5,20.0,80.0,56838981
platform,5,20.0,80.0,56838981
monday,1,0.0,100.0,56838981
repmarkmeadows,1,100.0,0.0,16579411
cleanenergy,1,100.0,0.0,48240104
actors,1,0.0,100.0,33831682
brown,4,25.0,75.0,33831682
brown,4,25.0,75.0,33831682
brown,4,25.0,75.0,33831682
brown,4,25.0,75.0,33831682
terms,3,0.0,100.0,177584156
terms,3,0.0,100.0,20415005
terms,3,0.0,100.0,1292620070
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,1323411324
lies,21,0.0,100.0,457123526
lies,21,0.0,100.0,16579411
lies,21,0.0,100.0,16579411
lies,21,0.0,100.0,565501978
lies,21,0.0,100.0,20415005
lies,21,0.0,100.0,2447898228
lies,21,0.0,100.0,2447898228
lies,21,0.0,100.0,178863237
lies,21,0.0,100.0,2447898228
lies,21,0.0,100.0,92643660
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,56838981
lies,21,0.0,100.0,56838981
whores,4,0.0,100.0,565501978
whores,4,0.0,100.0,565501978
whores,4,0.0,100.0,565501978
whores,4,0.0,100.0,33831682
steph93065,3,0.0,100.0,107801651
steph93065,3,0.0,100.0,2502484436
steph93065,3,0.0,100.0,33831682
transformation,1,100.0,0.0,28387976
intimidation,1,0.0,100.0,565501978
voterid,1,0.0,100.0,28387976
briiiiiiiick,1,0.0,100.0,33831682
anger,2,0.0,100.0,2447898228
anger,2,0.0,100.0,34955929
prisons,2,0.0,100.0,20415005
prisons,2,0.0,100.0,565501978
housing,1,0.0,100.0,2447898228
canasta,1,0.0,100.0,92643660
jjauthor,1,0.0,100.0,2502484436
asses,4,0.0,100.0,81582751
asses,4,0.0,100.0,453561436
asses,4,0.0,100.0,33831682
asses,4,0.0,100.0,33831682
manager,2,0.0,100.0,503415447
manager,2,0.0,100.0,23795703
kag,6,0.0,100.0,56838981
kag,6,0.0,100.0,56838981
kag,6,0.0,100.0,56838981
kag,6,0.0,100.0,56838981
kag,6,0.0,100.0,56838981
kag,6,0.0,100.0,56838981
news,31,25.806451612903224,74.19354838709677,56838981
news,31,25.806451612903224,74.19354838709677,56838981
news,31,25.806451612903224,74.19354838709677,553480874
news,31,25.806451612903224,74.19354838709677,553480874
news,31,25.806451612903224,74.19354838709677,553480874
news,31,25.806451612903224,74.19354838709677,553480874
news,31,25.806451612903224,74.19354838709677,553480874
news,31,25.806451612903224,74.19354838709677,48240104
news,31,25.806451612903224,74.19354838709677,2421964502
news,31,25.806451612903224,74.19354838709677,16579411
news,31,25.806451612903224,74.19354838709677,863113304
news,31,25.806451612903224,74.19354838709677,16579411
news,31,25.806451612903224,74.19354838709677,753498337
news,31,25.806451612903224,74.19354838709677,887569722
news,31,25.806451612903224,74.19354838709677,193192630
news,31,25.806451612903224,74.19354838709677,20415005
news,31,25.806451612903224,74.19354838709677,20415005
news,31,25.806451612903224,74.19354838709677,565501978
news,31,25.806451612903224,74.19354838709677,565501978
news,31,25.806451612903224,74.19354838709677,57461026
news,31,25.806451612903224,74.19354838709677,2447898228
news,31,25.806451612903224,74.19354838709677,193192630
news,31,25.806451612903224,74.19354838709677,2447898228
news,31,25.806451612903224,74.19354838709677,2447898228
news,31,25.806451612903224,74.19354838709677,2447898228
news,31,25.806451612903224,74.19354838709677,34955929
news,31,25.806451612903224,74.19354838709677,92643660
news,31,25.806451612903224,74.19354838709677,2447898228
news,31,25.806451612903224,74.19354838709677,33831682
news,31,25.806451612903224,74.19354838709677,33831682
news,31,25.806451612903224,74.19354838709677,25794695
january,2,50.0,50.0,553480874
january,2,50.0,50.0,20415005
hammer,2,0.0,100.0,553480874
hammer,2,0.0,100.0,56838981
fire,12,0.0,100.0,553480874
fire,12,0.0,100.0,2869158160
fire,12,0.0,100.0,887569722
fire,12,0.0,100.0,565501978
fire,12,0.0,100.0,16579411
fire,12,0.0,100.0,887569722
fire,12,0.0,100.0,2447898228
fire,12,0.0,100.0,34955929
fire,12,0.0,100.0,34955929
fire,12,0.0,100.0,34955929
fire,12,0.0,100.0,34955929
fire,12,0.0,100.0,33831682
population,1,0.0,100.0,553480874
stuartpstevens,1,0.0,100.0,3311276608
conscience,1,0.0,100.0,145740792
wayne,1,100.0,0.0,753498337
due,1,0.0,100.0,34955929
thoae,1,100.0,0.0,2421964502
actor,1,0.0,100.0,33831682
shitty,1,0.0,100.0,14314844
credibility,1,0.0,100.0,56838981
oxygen,4,0.0,100.0,33831682
oxygen,4,0.0,100.0,33831682
oxygen,4,0.0,100.0,33831682
oxygen,4,0.0,100.0,33831682
muslims,19,0.0,100.0,780291397
muslims,19,0.0,100.0,553480874
muslims,19,0.0,100.0,107801651
muslims,19,0.0,100.0,20415005
muslims,19,0.0,100.0,20415005
muslims,19,0.0,100.0,565501978
muslims,19,0.0,100.0,565501978
muslims,19,0.0,100.0,14314844
muslims,19,0.0,100.0,20415005
muslims,19,0.0,100.0,20415005
muslims,19,0.0,100.0,565501978
muslims,19,0.0,100.0,20415005
muslims,19,0.0,100.0,457123526
muslims,19,0.0,100.0,2447898228
muslims,19,0.0,100.0,2447898228
muslims,19,0.0,100.0,2447898228
muslims,19,0.0,100.0,33831682
muslims,19,0.0,100.0,2447898228
muslims,19,0.0,100.0,2447898228
dobbss,1,100.0,0.0,3311276608
websters,1,0.0,100.0,2869158160
asstards,2,0.0,100.0,87878811
asstards,2,0.0,100.0,87878811
dicks,2,0.0,100.0,87878811
dicks,2,0.0,100.0,87878811
blitzer,1,0.0,100.0,553480874
desire,1,100.0,0.0,457123526
cat,1,100.0,0.0,14314844
0fhead,2,0.0,100.0,16579411
0fhead,2,0.0,100.0,16579411
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,553480874
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,565501978
jail,19,0.0,100.0,1292620070
jail,19,0.0,100.0,1292620070
jail,19,0.0,100.0,16579411
jail,19,0.0,100.0,16579411
jail,19,0.0,100.0,565501978
jail,19,0.0,100.0,565501978
jail,19,0.0,100.0,33831682
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,56838981
jail,19,0.0,100.0,56838981
f,7,0.0,100.0,177584156
f,7,0.0,100.0,357625948
f,7,0.0,100.0,33831682
f,7,0.0,100.0,33831682
f,7,0.0,100.0,33831682
f,7,0.0,100.0,33831682
f,7,0.0,100.0,33831682
nadler,1,0.0,100.0,553480874
vacations,1,0.0,100.0,16579411
nation,17,29.411764705882355,70.58823529411765,802659122
nation,17,29.411764705882355,70.58823529411765,566898139
nation,17,29.411764705882355,70.58823529411765,553480874
nation,17,29.411764705882355,70.58823529411765,553480874
nation,17,29.411764705882355,70.58823529411765,553480874
nation,17,29.411764705882355,70.58823529411765,193192630
nation,17,29.411764705882355,70.58823529411765,27944341
nation,17,29.411764705882355,70.58823529411765,27944341
nation,17,29.411764705882355,70.58823529411765,27944341
nation,17,29.411764705882355,70.58823529411765,566898139
nation,17,29.411764705882355,70.58823529411765,27944341
nation,17,29.411764705882355,70.58823529411765,2608084976
nation,17,29.411764705882355,70.58823529411765,1616176478
nation,17,29.411764705882355,70.58823529411765,20415005
nation,17,29.411764705882355,70.58823529411765,193192630
nation,17,29.411764705882355,70.58823529411765,34955929
nation,17,29.411764705882355,70.58823529411765,87878811
scene,1,0.0,100.0,56838981
damage,3,0.0,100.0,56838981
damage,3,0.0,100.0,48240104
damage,3,0.0,100.0,33831682
nbhoods,1,0.0,100.0,565501978
patrol,1,0.0,100.0,457123526
guns,20,0.0,100.0,553480874
guns,20,0.0,100.0,553480874
guns,20,0.0,100.0,1292620070
guns,20,0.0,100.0,565501978
guns,20,0.0,100.0,107801651
guns,20,0.0,100.0,565501978
guns,20,0.0,100.0,1601491392
guns,20,0.0,100.0,753498337
guns,20,0.0,100.0,753498337
guns,20,0.0,100.0,2608084976
guns,20,0.0,100.0,565501978
guns,20,0.0,100.0,2608084976
guns,20,0.0,100.0,1659062558
guns,20,0.0,100.0,16579411
guns,20,0.0,100.0,457123526
guns,20,0.0,100.0,57461026
guns,20,0.0,100.0,565501978
guns,20,0.0,100.0,1292620070
guns,20,0.0,100.0,20415005
guns,20,0.0,100.0,56838981
save,1,100.0,0.0,92643660
trustus,1,100.0,0.0,16579411
civility,1,0.0,100.0,565501978
dehumanize,1,0.0,100.0,553480874
clintonfdn,1,0.0,100.0,34955929
countryclublife,1,100.0,0.0,357625948
assesment,1,0.0,100.0,887569722
denials,1,0.0,100.0,863113304
sssshhhhh,1,0.0,100.0,92643660
ruffian,1,0.0,100.0,2869158160
bomb,2,0.0,100.0,23795703
bomb,2,0.0,100.0,107801651
schumer,9,0.0,100.0,553480874
schumer,9,0.0,100.0,56838981
schumer,9,0.0,100.0,553480874
schumer,9,0.0,100.0,553480874
schumer,9,0.0,100.0,553480874
schumer,9,0.0,100.0,553480874
schumer,9,0.0,100.0,553480874
schumer,9,0.0,100.0,553480874
schumer,9,0.0,100.0,33831682
banner,1,100.0,0.0,2447898228
coons,1,0.0,100.0,56838981
attack,18,5.555555555555555,94.44444444444444,28802658
attack,18,5.555555555555555,94.44444444444444,59380474
attack,18,5.555555555555555,94.44444444444444,3352331979
attack,18,5.555555555555555,94.44444444444444,27944341
attack,18,5.555555555555555,94.44444444444444,457123526
attack,18,5.555555555555555,94.44444444444444,863113304
attack,18,5.555555555555555,94.44444444444444,863113304
attack,18,5.555555555555555,94.44444444444444,887569722
attack,18,5.555555555555555,94.44444444444444,457123526
attack,18,5.555555555555555,94.44444444444444,92643660
attack,18,5.555555555555555,94.44444444444444,92643660
attack,18,5.555555555555555,94.44444444444444,92643660
attack,18,5.555555555555555,94.44444444444444,2447898228
attack,18,5.555555555555555,94.44444444444444,92643660
attack,18,5.555555555555555,94.44444444444444,92643660
attack,18,5.555555555555555,94.44444444444444,2447898228
attack,18,5.555555555555555,94.44444444444444,92643660
attack,18,5.555555555555555,94.44444444444444,553480874
california,14,21.428571428571427,78.57142857142857,380145388
california,14,21.428571428571427,78.57142857142857,553480874
california,14,21.428571428571427,78.57142857142857,553480874
california,14,21.428571428571427,78.57142857142857,56838981
california,14,21.428571428571427,78.57142857142857,107801651
california,14,21.428571428571427,78.57142857142857,16579411
california,14,21.428571428571427,78.57142857142857,1430129144
california,14,21.428571428571427,78.57142857142857,33831682
california,14,21.428571428571427,78.57142857142857,2447898228
california,14,21.428571428571427,78.57142857142857,33831682
california,14,21.428571428571427,78.57142857142857,33831682
california,14,21.428571428571427,78.57142857142857,33831682
california,14,21.428571428571427,78.57142857142857,33831682
california,14,21.428571428571427,78.57142857142857,33831682
maher,1,0.0,100.0,553480874
ass,54,0.0,100.0,1202310276
ass,54,0.0,100.0,75011877
ass,54,0.0,100.0,920161381
ass,54,0.0,100.0,553480874
ass,54,0.0,100.0,2421964502
ass,54,0.0,100.0,28387976
ass,54,0.0,100.0,357625948
ass,54,0.0,100.0,2421964502
ass,54,0.0,100.0,887569722
ass,54,0.0,100.0,20415005
ass,54,0.0,100.0,2421964502
ass,54,0.0,100.0,3311276608
ass,54,0.0,100.0,178863237
ass,54,0.0,100.0,2447898228
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,2447898228
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
ass,54,0.0,100.0,33831682
fix,2,50.0,50.0,20415005
fix,2,50.0,50.0,2447898228
ad,1,0.0,100.0,887569722
bed,1,0.0,100.0,20415005
gift,3,100.0,0.0,76924385
gift,3,100.0,0.0,553480874
gift,3,100.0,0.0,553480874
negotiator,3,0.0,100.0,80605638
negotiator,3,0.0,100.0,753498337
negotiator,3,0.0,100.0,34955929
dhs,1,0.0,100.0,16579411
loudmouth,1,0.0,100.0,753498337
narrative,3,0.0,100.0,457123526
narrative,3,0.0,100.0,863113304
narrative,3,0.0,100.0,92643660
decisions,5,0.0,100.0,48240104
decisions,5,0.0,100.0,16579411
decisions,5,0.0,100.0,1292620070
decisions,5,0.0,100.0,2447898228
decisions,5,0.0,100.0,553480874
ality,1,0.0,100.0,2447898228
specifics,1,0.0,100.0,3311276608
nazis,4,0.0,100.0,553480874
nazis,4,0.0,100.0,553480874
nazis,4,0.0,100.0,553480874
nazis,4,0.0,100.0,20415005
delegates,1,0.0,100.0,193192630
one!they,1,0.0,100.0,56838981
marriage,6,16.666666666666664,83.33333333333334,192099347
marriage,6,16.666666666666664,83.33333333333334,753498337
marriage,6,16.666666666666664,83.33333333333334,753498337
marriage,6,16.666666666666664,83.33333333333334,14314844
marriage,6,16.666666666666664,83.33333333333334,1659062558
marriage,6,16.666666666666664,83.33333333333334,34955929
dtrump,1,0.0,100.0,565501978
clown,7,0.0,100.0,3063840061
clown,7,0.0,100.0,20415005
clown,7,0.0,100.0,16579411
clown,7,0.0,100.0,16579411
clown,7,0.0,100.0,2447898228
clown,7,0.0,100.0,553480874
clown,7,0.0,100.0,30043610
american,6,16.666666666666664,83.33333333333334,56838981
american,6,16.666666666666664,83.33333333333334,553480874
american,6,16.666666666666664,83.33333333333334,553480874
american,6,16.666666666666664,83.33333333333334,30980826
american,6,16.666666666666664,83.33333333333334,2447898228
american,6,16.666666666666664,83.33333333333334,2447898228
hold,1,0.0,100.0,16579411
senators,2,0.0,100.0,1659062558
senators,2,0.0,100.0,33831682
damn,1,0.0,100.0,565501978
muslim,7,0.0,100.0,56838981
muslim,7,0.0,100.0,553480874
muslim,7,0.0,100.0,20415005
muslim,7,0.0,100.0,20415005
muslim,7,0.0,100.0,20415005
muslim,7,0.0,100.0,2447898228
muslim,7,0.0,100.0,2447898228
bossie,1,0.0,100.0,92643660
congratulations,4,100.0,0.0,57461026
congratulations,4,100.0,0.0,1430129144
congratulations,4,100.0,0.0,865780110
congratulations,4,100.0,0.0,33831682
secrecy,1,0.0,100.0,753498337
ceos,2,50.0,50.0,2608084976
ceos,2,50.0,50.0,16579411
welfare,5,0.0,100.0,66931709
welfare,5,0.0,100.0,30980826
welfare,5,0.0,100.0,30980826
welfare,5,0.0,100.0,2447898228
welfare,5,0.0,100.0,2447898228
professor,5,0.0,100.0,56838981
professor,5,0.0,100.0,16579411
professor,5,0.0,100.0,16579411
professor,5,0.0,100.0,16579411
professor,5,0.0,100.0,553480874
corp,6,33.33333333333333,66.66666666666666,20415005
corp,6,33.33333333333333,66.66666666666666,20415005
corp,6,33.33333333333333,66.66666666666666,20415005
corp,6,33.33333333333333,66.66666666666666,20415005
corp,6,33.33333333333333,66.66666666666666,20415005
corp,6,33.33333333333333,66.66666666666666,20415005
miliitary,2,0.0,100.0,56838981
miliitary,2,0.0,100.0,56838981
obamahillarycollusion,1,0.0,100.0,56838981
amendment,6,0.0,100.0,553480874
amendment,6,0.0,100.0,457123526
amendment,6,0.0,100.0,1659062558
amendment,6,0.0,100.0,457123526
amendment,6,0.0,100.0,553480874
amendment,6,0.0,100.0,553480874
gabriel,1,100.0,0.0,565501978
foxtv,1,0.0,100.0,457123526
mm,1,0.0,100.0,565501978
corruptclinton,1,0.0,100.0,887569722
jacinto,1,0.0,100.0,20415005
nazi,3,0.0,100.0,553480874
nazi,3,0.0,100.0,23795703
nazi,3,0.0,100.0,553480874
descendants,1,0.0,100.0,16579411
separation,1,0.0,100.0,2502484436
patriots,2,50.0,50.0,56838981
patriots,2,50.0,50.0,16570951
cosby,1,0.0,100.0,753498337
bladder,1,0.0,100.0,2447898228
latinos,7,0.0,100.0,553480874
latinos,7,0.0,100.0,457123526
latinos,7,0.0,100.0,1430129144
latinos,7,0.0,100.0,16579411
latinos,7,0.0,100.0,3311276608
latinos,7,0.0,100.0,2447898228
latinos,7,0.0,100.0,2447898228
couple,2,0.0,100.0,33831682
couple,2,0.0,100.0,56838981
buildings,1,100.0,0.0,457123526
ethic,1,0.0,100.0,2447898228
lindseygraham,1,0.0,100.0,938528232
ben,1,0.0,100.0,565501978
props,1,0.0,100.0,193192630
mikandynothem,1,0.0,100.0,2502484436
applauses,1,0.0,100.0,92643660
solidarity,1,100.0,0.0,193192630
blowhard,3,0.0,100.0,20415005
blowhard,3,0.0,100.0,20415005
blowhard,3,0.0,100.0,2842797465
commerce,1,0.0,100.0,553480874
lrihendry,2,0.0,100.0,39106123
lrihendry,2,0.0,100.0,39106123
canadianpm,1,0.0,100.0,56838981
service,2,50.0,50.0,56838981
service,2,50.0,50.0,16579411
inconsistency,1,0.0,100.0,56838981
jaysekulow,1,0.0,100.0,56838981
bobby,1,0.0,100.0,56838981
ambassador,2,100.0,0.0,47545018
ambassador,2,100.0,0.0,47545018
gma,1,100.0,0.0,193192630
dirt,4,0.0,100.0,87878811
dirt,4,0.0,100.0,87878811
dirt,4,0.0,100.0,553480874
dirt,4,0.0,100.0,33831682
pas,1,100.0,0.0,565501978
votedemsout,1,0.0,100.0,56838981
b,1,0.0,100.0,2447898228
kaine,1,0.0,100.0,2447898228
dresses,1,0.0,100.0,2447898228
russian,1,0.0,100.0,33831682
sunbeltgirl,2,100.0,0.0,565501978
sunbeltgirl,2,100.0,0.0,565501978
pressure,4,0.0,100.0,56838981
pressure,4,0.0,100.0,863113304
pressure,4,0.0,100.0,92643660
pressure,4,0.0,100.0,2447898228
home,3,33.33333333333333,66.66666666666666,553480874
home,3,33.33333333333333,66.66666666666666,16579411
home,3,33.33333333333333,66.66666666666666,34955929
government,21,14.285714285714285,85.71428571428571,2412708224
government,21,14.285714285714285,85.71428571428571,794276665
government,21,14.285714285714285,85.71428571428571,380145388
government,21,14.285714285714285,85.71428571428571,56838981
government,21,14.285714285714285,85.71428571428571,553480874
government,21,14.285714285714285,85.71428571428571,56838981
government,21,14.285714285714285,85.71428571428571,553480874
government,21,14.285714285714285,85.71428571428571,56838981
government,21,14.285714285714285,85.71428571428571,553480874
government,21,14.285714285714285,85.71428571428571,2502484436
government,21,14.285714285714285,85.71428571428571,16579411
government,21,14.285714285714285,85.71428571428571,1616176478
government,21,14.285714285714285,85.71428571428571,20415005
government,21,14.285714285714285,85.71428571428571,16579411
government,21,14.285714285714285,85.71428571428571,28387976
government,21,14.285714285714285,85.71428571428571,92643660
government,21,14.285714285714285,85.71428571428571,34955929
government,21,14.285714285714285,85.71428571428571,33831682
government,21,14.285714285714285,85.71428571428571,553480874
government,21,14.285714285714285,85.71428571428571,33831682
government,21,14.285714285714285,85.71428571428571,1447960080
fpd,1,0.0,100.0,56838981
generations,1,0.0,100.0,863113304
deaths,4,0.0,100.0,553480874
deaths,4,0.0,100.0,1616176478
deaths,4,0.0,100.0,553480874
deaths,4,0.0,100.0,56838981
butterflies,2,0.0,100.0,2447898228
butterflies,2,0.0,100.0,2447898228
greedy,1,0.0,100.0,2447898228
pedophile,1,0.0,100.0,33831682
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
fakenews,60,0.0,100.0,56838981
